id;sentiment;message
1528;;"Bonsoir et merci Pierre_Terdef_   Ma version Windows est Windows 7 Home - 32 bits.   et ma version Internet Explorer E est : http://pix.toile-libre.org/upload/original/1452277302.jpg   Mon navigateur par défaut est Firefox - version 43.0.4, et c'est avec ce navigateur que j'ai le problme, avec IE pour certaines vidéos a marche,  pas, par exemple, pour celle de ""Jarnac-Miterrand"" comme je l'ai signalé. La video sur ""Rachida Dati Ğ portail orange"", je la vois sur IE pas sur FF, or comme mon navigateur par défaut est FF, je préférerais que a fonctionne avec ce navigateur. Lire ces videos n'est pas indispensable, mais pratique, j'avais l'habitude de regarder les infos récentes sur le portail Orange. Une précision : je ne maïtrise pas bien l'anglais.   Merci encore et bonne soirée."
1529;;"Bonsoir  @Pierre_Terdef__Bonsoir  @coccinelle29_  Ca vient de chez Orange !!! ce matin , pour certaines vidéos , avec Firefox - version 43.0.4, j ' avais un symbole cabalistique , cet apm , il y en avait pas ; mais en faisant un essai avec IE 9 , il y a de la pub qui s ' affiche , et qu ' il est impossible de s ' en débarrasser ; on peut changer de pub tant qu ' on veut , mais on retrouve plus la page initiale ! sauf de tout fermer ! on comprend mieux ceux qui trouvaient le nouveau portail nul de chez nul !!   Passez une bonne soirée @+ Cdlt"
1530;;Bonjour à tous. Merci darkus pour ton éclairage. Je patiente donc... en attendant des jours meilleurs... Bon week-end.
1531;;Bonjour J'ai le mme problme sur less vidos d'infos orange sur page d'acceuil j'utilise firefox et j'ai windows10 sur edge celà fonctionne la video commence et au bout de environ 5 secondes plus de son merci de me donner la solution leluron70
1532;;Bonjour   Le problme est semble t-il résolu, alors pas besoin d'en rajouter une couche. Et si vous pouviez stopper vos allusions foireuses, vos moqueries et autres insultes, cela ferait le plus grand bien à ces forums. Etonnant d'ailleurs que vous ne soyez jamais repris par le Modérateur... Vous bénéficiez d'un régime de faveur ou alors personne ne sait lire entre les lignes, vos lignes, vos fameux et célbres messages subliminaux... .   Live.
1533;;"@Jaime_ http://www.cjoint.com/c/FAvtZvF5uZx   Qui cherchait un coupable, hier, et recommence ce soir avec ses petites piques minables? ""‚à dans le lien que @papou22 t'a transmis rien, amusant il a été toppé deux fois, dont une est contre les applications qui permettent de connaïtre la couleur des sous vtements""   L'éducation, tu as connu?          "
1534;;Dommage que  @NOMADS_(bonsoir!) m'ait devancée. Certains vont croire que nous nous sommes concertés. Hier, je n'ai pas eu le temps de répondre, tout a disparu avant... que j'étende mon linge!
1535;;Bonjour    Bof fixation pour ne pas dire autre chose.....   @BABAORUM_  Tu n'as pas oublié les sous-vtements? ‚a sche bien dehors....enfin sauf s'il pleut   En tout cas, fil Resolu pour @pomovela_ On passe à autre chose.... En ce Nouvel An, si nous ne sommes pas plus que nous ne soyons pas moins.
1536;;Bonjour à tous Hello @BABAORUM_@NOMADS_@Malibu_  http://www.dailymotion.com/video/x6zfoa_reglements-de-comptes-a-ok-corral-g_shortfilms   hello @Jaime_  à quoi bon se quereller à n ' en plus finir je vais ouvrir une boutique de lingerie féminine , et je t ' embauche comme vendeur ! il faut savoir évoluer dans la vie le métier de helper n ' a plus d ' avenir !   Bonne journée
1537;;"Bonjour   Question, pourquoi pour tous les anti machins on demande les rapports d'analyse avant de passer au nettoyage   Pourquoi avec AdwCleaner de Xplode on ne demande pas ce rapport, alors qu'il peut avoir des faux positifs Suivant le faux positif le risque est un plantage du systme,   Juste un rappel, lire la réponse de Electricien 69 http://www.commentcamarche.net/forum/affich-27270864-22find-impossible-a-supprimer je cite sa réponse en date du 4 mars 2013 à 11:22 = > à travers le rapport de zhpdiag, j'aurais pu repéré l'infection et le remonter chez les éditeurs d'outils comme ADWC et les antivirus !   oui @BABAORUM_c'est toi qui a lancé une polémique du mme style que Jesses subissait de HSR (je ne fais que reprendre ce qui est noté sur son blog), cela fait plus de 10 ans que à dure a cette époque bart défendait Jesses contre HSR, sauf qu'il lui a permis de plagier un fil de coccinelle29, et elle a changé de bord   j'en était sr que toute l'équipe allait débarquer ================================ ""Un pa•s sens sa lenga es mut"" (un pays sans sa langue est muet)"
1538;;Jaime   Il s'agit de : HSR-HDC Nous ignorons si vous avez la tte dure, mais cela pourrait bien se vérifier, si vous persistez à ne pas vouloir nous respecter, respecter chacun et chacune sur ces forums. Politesse et respect, c'est trop vous demander ?   Live.
1539;;"Bonjour, suite à un téléchargement , un moteur de recherche "" Better search""s'est installé sur IE .Mme si je remets orange au démarrage de l'ordi il réapparait . Quelqu'un a t-il la solution ? Merci d'avance ."
1540;;bonsoir @pomovela_  regarde ce fil en attedant d'autres intervenants http://communaute.orange.fr/t5/prot%C3%A9ger-mes-donn%C3%A9es-et-mon/Moteur-de-recherche-ind%C3%A9si...   bonne soirée ---------------------------------------------------------- l'obstination est le chemin de la réussite charlie chaplin
1541;;"Bonsoir @pomovela_  En complément de @melet39_et sa 7éme colonne Guidon de la fort de Chaux   Lien de téléchargement officiel AdwCleaner de Xplode < = clique   Des tutoriels Malekal : http://forum.malekal.com/adwcleaner-t33839.html Security-x : http://forum.security-x.fr/tutoriels-317/%28tutoriel%29-adwcleaner/ Tu transmets son rapport avant de nettoyer   Si toujours présent on passera à un rapport de ZHDiag   Et il va falloir que tu t'entraïnes à ne pas installer des logiciels indésirables avec Adware Prevention < = clique tu liras que le virus win32/64.PebCak qui se situe entre la chaise et le clavier est le plus difficile à supprimer, il existe aucun anti bébte ou microbe   Bonne soirée à toi et @melet39_================================ ""Un pa•s sens sa lenga es mut"" (un pays sans sa langue est muet)"
1542;;Bonjour   Vous semblez novice ou débutant. Pour éviter les désagréments de cet ordre, la premire chose à faire est de vous entrainer à effectuer des points de restauration systme, et aussi et surtout des sauvegardes systme. Nous parlons du systme, les docs et autres photos n'ont rien à faire sur le systme, pas plus que les mails, voir sur le forums il y a suffisement de fils sur le sujet.   Le systme c'est comme le moteur d'une voiture, ou d'une moto, peu importe, mais ce n'est qu'un moteur et tout ce que vous grefferez dessus ne sera que source à ennuis. Demandez aux nostalgiques des anciennes voitures et ils vous diront ce qu'ils pensent des voitures modernes bourrées d'électronique et aussi d'informatique. Restez simple, ne cherchez pas la lune, et croyez en notre expérience, si vous prenez les choses par le bon bout, vous rierez plus d'une fois en lisant ces forums, le maïtre mot se résume en : compliquez, compliquez, nous avons les solutions, nous vous les donnerons, peut tre, enfin peut tre pas, ou alors contre contribution.   Live.
1543;;Bonjour @pomovela_,   Voir cette page :   https://www.supprimer-virus.com/supprimer-better-search-net/
1544;;Bonsoir merci pour les conseils enfin débarrassé bien que l'intrus soit revenu plusieurs fois avec des noms différents. Encore merci.
1545;;Merci à
1546;;Merci à melet39 ,Jaime,NOMADS et papou22
1547;;bonsoir @pomovela_  merci du retour lorsque tu veux modifier ton post une fois parti,comme c'est le cas ici,tu en a remis un autre vu qu'il n'était pas complet tu clic sur option dans ton post au dessus à droite et ensuite clic sur modifier,et la tu peux le completer ou le modifier si tu vois une erreur une fois envoyé   bonne soirée ---------------------------------------------------------- l'obstination est le chemin de la réussite charlie chaplin
1548;;"Bonsoir @pomovela_  Si je comprends tu as lancé le nettoyage, alors que je t'ai demandé de transmettre le rapport d'analyse, avant de lancer le nettoyage Pourtant dans ce tutoriel c'est bien signalé http://forum.security-x.fr/tutoriels-317/%28tutoriel%29-adwcleaner/ je cite = > Scanner et obtenir un rapport de Recherche Postez ce rapport si vous tes pris en charge sur le forum et qu'on vous l'a demandé.   Pourquoi, parce que il peut y avoir des faux positifs Voir sur le forum de AdwCleaner de Xplode https://toolslib.net/forum/viewthread/1938/ à droite il y a d'autres faux positifs   ‚à dans le lien que @papou22_t'a transmis rien, amusant il a été toppé deux fois, dont une est contre les applications qui permettent de connaïtre la couleur des sous vtements   Est ce que tu t'ais entraïné à ne pas installer des logiciels indésirables avec Adware Prevention ‚à aussi c'est important ; pour tes futurs téléchargements et installation, éviter d'autres problmes   Pour @melet39_et ta 7éme colonne Guidon de la fort de Chaux Est-ce que tu as eu un faux positif https://toolslib.net/forum/viewthread/1657-false-result/ voir le contributeur = > joseomelete,   Bonne soirée à toi et @melet39_================================ ""Un pa•s sens sa lenga es mut"" (un pays sans sa langue est muet)"
1549;;Re   J'ai effectué quelques petites recherches. J'ai trouvé ce forum non officiel qui possde un forum spécifique OBS http://www.forum-orange.com/viewforum.php?id=74   Il y a eu des intervenants orange-pro  Il y a aussi des webconseillers Orange qui officient ici et là-bas.   Peut-tre y trouveras tu réponses à tes questions?   Edit : Et je rappelle à mister toutou qu'il ferait mieux de peller au lieu de raconter n'importe quoi.   En ce Nouvel An, si nous ne sommes pas plus que nous ne soyons pas moins.
1550;;"Bonsoir @ADBRETON_  Tu as raison un fax n'a rien avoir avec un message électronique, mme si tous les deux sont du Phishing, ce sont pas les mmes signalements en plus des liens que @black-ice1_t'a transmis voir sur Assiste.com   Exemple de Phishing que j'ai reu sur la messagerie jetable Yopmail  Celui là je l'ai remonté sur à cellule la cellule Phishing initiative, partenariat entre Microsoft, PayPal et le Cert-Lexsi. http://www.phishing-initiative.com/ puisque rien à voir avec Orange,   Je te conseillerai de le signaler sur le site du Ministre de l'Intérieur, clic sur le bouton rouge Signaler >>   Et je rappelle pour la Miss proposer de s'inscrire un autre forum est hors charte de tous les forums, sa réponse aurait été modéré dans la demi heure,   Bonne soirée   ================================ ""Un pa•s sens sa lenga es mut"" (un pays sans sa langue est muet)"
1551;;"Salut à vous   @ADBRETON_ @Jaime_ @black-ice1_  @papou22_  D'aprs moi,les questions orange Business,  se discutent avec les conseillers Business, chose que tu peux aussi faire par "" chat "" depuis le lien poster par @Malibu_    ----------------------------------------------------------------------- Il y a pire que de ne pas réussir, il y a, ne pas essayer !"
1552;;"Bonjour à tous   Bonjour Amie @Malibu_, mes meilleurs voeux   ainsi qu à @navette92_Pour savoir si tu as le SP1 http://windows.microsoft.com/fr-fr/windows7/learn-how-to-install-windows-7-service-pack-1-sp1   apparement , tu dis ne pas l ' avoir !   dans ce cas , avant d ' installer le SP1 , qui a une taille relativement importante il faut faire un nettoyage disque http://windows.microsoft.com/fr-fr/windows/delete-files-using-disk-cleanup#delete-files-using-disk-c... et une défragmentation ;   D ' autres sites conseillent d ' autres vérifications comme la présence d ' indésirables ; et mme une verification des fichiers systme avec la commande = sfc /scannov https://support.microsoft.com/fr-fr/kb/929833   c ' est tout éxpliqué sur le site "" answers-microsoft ""   http://answers.microsoft.com/fr-fr/windows/forum/windows_7-update/%C3%A9chec-de-la-mise-%C3%A0-jour-...   il vaut mieux passer un peu de temps avant que de risquer de rater l ' instalation   Pour le téléchargement du SP1 , on verra ensuite parcequ ' il faudra  faire un "" point  de restauration ""  juste  avant  l ' instalation   @+   Bonne journée à vous Cordialement"
1553;;Bonjour Malibu, Bonjour Darkus, Bonjour à Tous, . Merci à Malibu, Merci à Darkus pour votre aide. Merci à tous. . Malibu, je suis allé sur l'adresse url que tu m'a indiqué ( http://windows.microsoft.com/fr-fr/windows/which-windows-updates-installed#1TC=windows-7 ) J'ai re-constaté que je n'avais pas le Pack Windows 7 Service Pack 1. La dernire mise à jour remonte au 24 juillet 2015 et j'ai fait des recherches concernant les mises à jour potentielles à effectuer. 16 mises à jour importantes ont été détectées (591 Mo), dont le Service Pack 1 (KB976932). . Une fois ces mises à jour téléchargées, puis installées, j'ai eu une fentre dont le titre était : ÒInstaller le Service Pack WindowsÓ A l'intérieur de cette fentre il y avait : Windows 7 Service Pack 1 est désormais installé. . Au passage, je note que cette opération a demandé 5 heures. . Aprs, j'ai éteint mon PC, pour le redémarrer le lendemain. . J'ai eu une fentre dont le titre était : Activation de Windows A l'intérieur de cette fentre, il y avait : Ç La clé de produit Windows 7 Edition Familiale Premium que vous avez entrée n'est pas valide pour l'activation. È Il m'est proposé de : 1) Téléphoner au Centre d'activation Microsoft 2) Acheter une nouvelle clé de produit en ligne 3) Entrer une autre clé de produit . . J'ai cliqué sur Ç 1) Téléphoner au Centre d'activation Microsoft È . . Une autre fentre nommée également Ç Activation de Windows È s'est affichée. A l'intérieur de cette fentre, il y avait Etape 1 : Deux numéros de téléphone (un gratuit et un payant) . Etape 2 : suivez les instructions données par téléphone pour entrer l'identificateur d'installation : . Et il y a neuf champs à compléter. J'ai complété ces neuf champs lorsque j'ai appelé le numéro gratuit de Windows (0  805  11  02  35) en compagnie de mon interlocuteur du moment. Et, à partir de l'instant o j'ai appuyé sur le bouton suivant, le Windows 7 Service Pack 1 a été activé. . Je suis passé aux informations données par Darkus, et j'ai fait un nettoyage disque, (j'ai supprimé environ 7 Go de données inutiles) puis une défragmentation. . Concernant l'installation du Windows 7 Service Pack 1, pour moi l'objectif est rempli. Mon objectif d'origine était d'installer Internet Explorer 11 qui est la dernire version acceptable pour Windows 7 Service Pack 1. Ce que j'ai fait assez facilement. . Maintenant, il ne me reste plus qu'à vous remercier, en particulier Malibu, Darkus, JaimeÉ . A bientôt, et au plaisir de vous lire. A mon tour, j'espre venir en aide aux autres pour des sujets que je connais. . Cordialement . Navette92
1554;;"Bonsoir @navette92_  Surprenant ce que tu signales = > qu'une fentre te demandais la clé de produit Windows 7 Edition Familiale Premium   Je viens de reinstaller usine Windows 7 Professionnel en 64 bits donc sans SP1, et pas rencontré ce problme en installant le SP1   Que j'ai téléchargé sur le centre de téléchargement de Microsoft http://www.microsoft.com/fr-fr/download/details.aspx?id=5842 j'avais téléchargé le fichier 7601.17514.101119-1850_Update_Sp_Wave1-GRMSP1.1_DVD.iso qui fait 1.9 Go, avec je peux mettre à jour un 32 et 64 bits   je suis contre les grosses mise à jour par Windows Update,   je suis en train de préparer Windows 7 Professionnel SP1 pour passer à Windows 10 Professionnel j'ai téléchargé le fichier .iso pour préparer le CD, voir comment http://sospc.name/installer-migration-windows-10-tutoriel/ donc j'installerai Windows 10 sans passer par Windows Update   tu as le bonsoir de lui le voici en taille normale et ici   bone setmana ================================ ""Un pa•s sens sa lenga es mut"" (un pays sans sa langue est muet)"
1555;;Bonjour @navette92_@darkus_  Donc tout est bon. Super, merci de nous avoir donné un retour d'informations.   Bizarre tout de mme cette Cle signalée invalide et l'obligation de contacter Microsoft.... Bref, le principal est que tu sois arrivée au bout de l'installation et des manips.   Bonne continuation   En ce Nouvel An, si nous ne sommes pas plus que nous ne soyons pas moins.
1556;;"Bonjour à tous   Bonjour  @navette92_  Merci du retour ; On est content que a marche   Passe une bonne journée , bon surf , @+ PS/ pour windows10 , il y a rien qui urge !   Bonjour Amie @Malibu_l ' histoire de la clé non valide , c' est bizarre , mais beaucoup plus fréquent qu ' on croit ; a dépend dans quelles conditions le systéme a été installé a l ' origine ! j ' ai eu personnellement ce cas ; le PC ne voulait plus démarrer pour une affaire de clé je passe un coup de fil chez "" Bilou "" , ils m ' ont fait taper des numéros sur le clavier de mon téléphone sans fil et le PC a redémarré comme un jeune !   Elle est pas belle la vie ??? Bonne journée à toutes et à tous"
1557;;Bonjour, Sur mon PC j'utilise Outlook, pour gérer ma messagerie. Suite à un incident technique, j'ai perdu une partie de mes mails datant de la 2éme quinzaine de novembre 2015. Sur la messagerie orange, la boite de réception ne remonte pas aussi loin. Est-il possible malgré out de retrouver ces messages ? Merci de votre aide Bonne année à tous, et comme on dit en Corse : Pace e Salute Babbone Résolu ! Accéder à la solution.
1558;;Bonjour @babbone_,   Si tu n'as pas fait de sauvegarde du dossier de stockage d'Outlook, c'est foutu !
1559;;Ma dernire sauvegarde avant l'incident était du  2 novembre..... ouille Donc c'est pour ma pomme Merci cependant pour ta réponse Babbone
1560;;@babbone_Pace e salute, quantunque! chi bisognu c'h per tutti
1561;;"Bonsoir  @papou22_@BABAORUM_  Bonsoir  @babbone_  Il aurait été bien de dire de quel "" Outlook "" il s ' agit et si possible le genre d ' incident ! avec Outlook , il y a tellement de changements d appellations !   si tu as lu les messages  avec  outlook , ils  sont  obligatoirement , ( mais  planqués )  dans  le PC ;   https://support.microsoft.com/fr-fr/kb/287070 --------------------- il y a déjà un début de solutions =   http://windows.microsoft.com/fr-fr/windows/outlook/recover-deleted-messages   http://www.windows8facile.fr/microsoft-outlook-reparer-pst/     Bonne soirée @+ Cordialement  "
1562;;Le 15/01/2015 Merci de ces réponses, Avant d'explorer les différents liens, voici des détails sur mon pb. J'utilise Outlook de Office 2010. C'est la version 14.0.7165.5000. Mes fichiers Outlook sont stockés sur un disque externe, car je travaille alternativement sur 2 PC. Le 10/12/2015 en voulant consulter mes mails, Ç Éle fichier n'est pas un PSTÉ Ç . Je constate sur explorateur de fichier, que celui-ci fait 0 octet. J'ai chargé ma dernire sauvegarde qui datait du 2 novembre et j'espérais retrouver certains messages directement sur le site OrangeÉ mais là ma boite de réception ne remontait que jusqu'au 23 novembre. Je cherche donc à retrouver les messages reus (et envoyés) entre ces deux dates. Si ces infos te donnent des idées, merci de m'en informer.   Si je trouve une solution en explorant tes liens, je t'en informerais.   Grand merci Babbone
1563;;"Bonsoir a tous @BABAORUM_@papou22_  Bonsoir @babbone_  la situation est différente puisque les Mails sont stockés en externe ;   si les astuces de microsoft ne donnent rien et si tu n as pas trop fais d ' enregistrements/ effacements sur le disque dur , il y a une possibilité de les récupérer avec un log adéquat = Recuva mais je te garantie rien   https://www.piriform.com/recuva/download   et des tutos ,je pense que tu t ' en sortiras   http://poloastucien.free.fr/recuva_h.html   http://ordisecours.free.fr/tutos/tuto_recuva.pdf   Bonne soirée à  tous Cordialement"
1564;;Et bien merci pour ta patience.... Je vais essayer tes nouvelles propositions....   Il est vrai que mon disque travaille beaucoup... Je fais en effet beaucoup d'effacements, car je traite beaucoup de photos, que je trie et dont j'efface une grande partie.   Je n'étais donc pas trs optimiste quand à la possibilité de retrouver en local, et je me demandais donc (je me demande toujours), si sur les serveurs Orange, il n'est pas possible de retrouver des mails   A+   Babbone
1565;;@babbone_,   Sur les serveurs d'Orange, c'est pire que chez soi. Orange n'a aucune mémoire et il n'est jamais possible de retrouver quelque chose qui n'y existe plus. D'o l'intéret de tout garder chez soi et de gérer ses sauvegardes soi-mme (aprs tout, c'est normal, dans la mesure o ce sont TES mails et que TU en es responsable).
1566;;"Merci à toi Darkus et merci aussi à papou22 pour vos messages. Ma conclusion: Tout d'abord, ""recuva"" super produit pour retrouver des fichiers effacés. Je l'ai utilisé sur un disque externe formaté et j'ai retrouvé de trs vieux fichiers. Concernant mon problme, il faut en effet faire des sauvegardes..... J'en fait régulirement..... mais il faut se méfier du ""volume de mail échangés"". Pour illustrer: en ce moment sur orange, ma boite de réception contient 500 messages (c'est le maximum), datés du 04/01 au 18/01. Ceci veut dire que pour tre vraiment à l'abri, en ce moment je devrais faire des sauvegardes toutes les 2 semaines. C'est ce que je vais faire.   Encore merci à tous   Babbone  "
1567;;a peu pres vers 4 heure du matin un sms me reveille venant du 29010'' orange info :votre abonementa tarot du soleil4.99 euros par semaine est pris en compte' + un lien vers orange'.   je clique sur le lien orange et je me dis c'est un faux site je vais pas leur donner mes informations ils sont cons,je vais plutot allr voir sur mon ordinateur   je me connecte a mon ordinateur  dans la foulé  sur orange hors forfait-abonement multimedia et quelle surprise de voir que je suis officiellement abonné a un serrvice pour 4 euros 99 par semaine sans mon consentement.   Je veux dire...c'est le début ou pas? faut informer tous les concommateurs orange qu'ils peuvent etre prélevé d'un montant aléatoire ??
1568;;@guillaume1745_    Tu n'aurais jamais d cliquer sur le lien!   Plusieurs manipulations à effectuer   1- désactiver Contact+ et Internet+ à partir de l'espace client    http://assistance.orange.fr/ordinateurs-peripheriques/installer-et-utiliser/un-service-d-orange/les-...   http://assistance.orange.fr/ordinateurs-peripheriques/installer-et-utiliser/un-service-d-orange/les-...   2- te desabonner de ce service en suivant ce pas-à-pas  http://www.infoconso-multimedia.fr/desabonnement/   3- Formulaire Contact+ http://formulaires.services.orange.fr/199?dub=2 4- Formulaire Internet + http://formulaires.services.orange.fr/19/index.html?dub=2   5- Activer l'option de blocage des SMS + https://assistance.orange.fr/assistance-commerciale/la-gestion-de-vos-offres-et-options/modifier-les...           En ce Nouvel An, si nous ne sommes pas plus que nous ne soyons pas moins.
1569;;lorsque je dit que j'ai cliquer en premier j'ai plutot appuyer sur le lien du sms et le site est arrivé via 3g sur mon tel. j'étais mal reveiller.   l'adresse du spam serait alors la suivante : http://achatm.orange.fr et le numero de sms 29009.   mais j'aimerais au moins comprendre comment en cliquant juste sur ce lien,cela ma autoriser un prelevement immediat et me dirige directement sur le site d'orange .   jusqua lors les achats sur internet via telephone bien que tres facile mont toujours poser la question ''oui ou non accepter vous de continuer''     2-je ne peut donc installer internet+ peripherique vu que c'est pour l'ordinateur et je n'ai pas de livebox.j'ai donc resilier l'abonement.   je ne sais pas a quoi correspond cet abonement,puisque je vais etre soustrait de 5 euros pour ca peut etre pourrais je savoir a quoi jai le droit   jai aussi désactivé sms+ du coup. je me renseigne sur tes liens de contact+
1570;;Bon samedi   Perso il y a longtemps que j'ai desactive  sur Orange ( quasiment 10 ans) toutes possibilites de payer ou d'acheter quoi que ce soit. Comme disait Guillaume ci dessus. Pas besoin de cliquer sur un lien car sur certains sites le fait d'y etre conduit  a suffit. Ce qui veut dire que meme si je clique volontairement sur un offre Orange ou autre, a va etre refusé. Et pour en rajouter une louche, mes payaments web sont faits avec des CB virtuelles a usage unique. J'ai 10mn pour creer les identifiants  et aussitot apres a s'efface. Et je rejouterai encore une autre louche. Il est impossible de me contacter si je n'ai pas autorise avant dans mes bases  l'identifiant de l'appelant. Les malwares sont de plus en plus vicieux. Je pense par exemple aux ransomwares. Si tu en chopes un et si tu ne payes pas ton ordianteur va etre bloque et il est impossible de solutionner. Il faut formater et reinstaller. D'ou l'interet de faire des images clones mensuellement par exemple. Il faut utiliser de temps en temps MalwareBytes. Gratis. Il faut aussi de temps en temps passer un coup de  ADWCleaner et il y en a d'autres plus specialises. En plus de l'antivirus bien sur. Il y en a 4 de categorie A +. Et aussi faire regulierement des scans de ports avec l'outil Gibson Shields up. Et je terminerai par ce qui est le plus dangereux. Les pieces  jointes. Il y a longtemps que j'ai desactive l'affichage automatique des pieces jointes.  Et le mail ne s'affiche pas non plus ,automatiquement. Et seul l'expediteur apparait ce qui me laisse le choix de cliquer ou pas.   Je n'ai JAMAIS eu le moindre ennui depuis au moins 10 ans.  Question protections je suis du genre grave parano.      A +
1571;;Bonjour, est-ce qu'un webconseiller pourrait m'aider? Ma petite soeur a réalisé un achat sans le vouloir sur un jeu ''freemium'' , résultat Facturation de 29,99euros. Pouvez vous me donner les démarches pour résilier cette facturation? Je vais suivre les instructions pour bloquer sms + Merci de votre réponse rapide Cordialement Laurie.C
1572;;Bonjour, J'ai un décodeur IHD92 J'ai un téléviseur KDL 50W755c J'ai un débit internet R 11,53 MB/s - E 0,980 Mb/s J'ai un c‰ble Ethernet de 7m vers mon décodeur - branchér sur la prise jaune de ma livebox Question : Puis-je mettre un swith TP-Link modle TL-SF1005D 4 sorties au bout de ce c‰ble pour alimenter mon décodeur et ma télévision sans altérer quoique ce soit  ? Merci de m'aider ...
1573;;impossible de deposer une reclamation en ligne tout est rempli correctement mail quant le clique sur valider rien ne se passe.  Une idee de ce qu il faut faire? Résolu ! Accéder à la solution.
1574;;"bonjour, regarde ici http://contact.orange.fr/ en fonction de ta demande (internet , mobile  tu as un onglet reclamation http://cjoint.com/?DJjpvOl4EdY  a moins qu'un webconseiller prenne ta reclamation cdt, pensez à informer la communauté si la réponse vous a été utile. C'est rapide et trs simple, cliquez sur ;accepter comme solution"
1575;;je suis bien passe par là, mais ca ne fonctionne pas d ou mon message sur le forum.
1576;;dannydan bonjour, Avez-vous besoin d'aide concernant votre réclamation à déposer?. Cordialement.
1577;;Bonjour, Aprs plusieurs tentatives de réclamation infructueuses, j'ai découvert ce soir qu'il suffisait simplement que je réécrive mon message en supprimant le caractre apostrophe. Peut-tre tes vous dans le mme cas. A tester. Cordialement, DD_R
1578;;Bonjour, J ai fini par envoyer la reclamation par courrier car il est absolument impossible de le faire en ligne. Mais peut etre est ce du effectivement aux appostrophes?  Maintenant j ignore quels sont leurs delai de reponse. Merci en tout cas à tous. Bonne journee.
1579;;C est effectivement un caprice du systeme qui n aime pas les appostrophes!
1580;;bonjour je voudrais annuler une offre a 36.99 car j'en n'ai deja une a 39.99 madame broustet
1581;;Bonjour alice51, Pouvez-vous me communiquer en message privé vos coordonnées et m'indiquer également quelle offre vous souhaitez résilier. Cordialement.
1582;;bonjour,   je viens de souscrire Lvebox FO à Sosh le 6 12 2014. l'installation a eu lieu le 8 12 2014 et ne fonctionne que le 17 12 2014.   il s'agit de tous les services tel internet tv qui ont été activés le 9 12 et inutilisables à cause d'une alimentation de matériel défectueuse - l'installateur ayant ce jour constaté l'erreur et remplacé le produit.   Merci donc à votre service client denous apporter un geste commercial du fait du retard et de l'arret de notre tel fixe tres important pour la sécurité d'un malade allité auquel j'ai du préter un gsm de dépannage.   Dans l'attente de retour en insistant sur ce geste et sur le fait que votre site n'indique pas clairement ou porter cette réclamation   Cdlt JM BOURREL
